NSimbolos	MaxPos	encoded	decoded	==?
867	1276	1001101001100111101100011101101101111110101010101010010111011001101001001000011100000111010011000001111010000101000111001100001100000000001000101011000010100000111110101001011101010	1206726554657734993257357830582824910683522612724152693	True
867	1276	1001101001100111101100011101101101111110101010101010010111011001101001001000011100000111010011000001111010000101000111001100001100000000001000101011000010100000111110101001011101010011101101	1206726554657734993257357830582824910683522612724152693734	True
868	1291	0011000011010111101111111010001001111111011101110000110111111001110001100011101001110111100011111	51485648439941139741920267432	True
868	1293	0011000011010111101111111010001001111111011101110000110111111001110001100011101001110111100011111011000001	5148564843994113974192026743259	True
868	1293	001100001101011110111111101000100111111101110111000011011111100111000110001110100111011110001111101100000111001100111	5148564843994113974192026743259606	True
868	1293	001100001101011110111111101000100111111101110111000011011111100111000110001110100111011110001111101100000111001100111111110100	5148564843994113974192026743259606835	True
868	1293	001100001101011110111111101000100111111101110111000011011111100111000110001110100111011110001111101100000111001100111111110100001001101	5148564843994113974192026743259606835251	True
868	1293	001100001101011110111111101000100111111101110111000011011111100111000110001110100111011110001111101100000111001100111111110100001001101100101110	5148564843994113974192026743259606835251513	True
868	1293	001100001101011110111111101000100111111101110111000011011111100111000110001110100111011110001111101100000111001100111111110100001001101100101110110110000	5148564843994113974192026743259606835251513102	True
868	1295	001100001101011110111111101000100111111101110111000011011111100111000110001110100111011110001111101100000111001100111111110100001001101100101110110110000010111101	5148564843994113974192026743259606835251513102836	True
868	1298	001100001101011110111111101000100111111101110111000011011111100111000110001110100111011110001111101100000111001100111111110100001001101100101110110110000010111101010011101	514856484399411397419202674325960683525151310283667	True
868	1301	001100001101011110111111101000100111111101110111000011011111100111000110001110100111011110001111101100000111001100111111110100001001101100101110110110000010111101010011101110111001	514856484399411397419202674325960683525151310283667620	True
868	1301	00110000110101111011111110100010011111110111011100001101111110011100011000111010011101111000111110110000011100110011111111010000100110110010111011011000001011110101001110111011100100110100101	514856484399411397419202674325960683525151310283667620600	True
869	1281	1000010110001111101000111011110101110000111001111000001101001110000111100010000010010000101	20963767461495228446776111761	True
869	1281	1000010110001111101000111011110101110000111001111000001101001110000111100010000010010000101011110011	20963767461495228446776111761295	True
869	1301	1000010110001111101000111011110101110000111001111000001101001110000111100010000010010000101011110011101000010	2096376746149522844677611176129545	True
869	1302	1000010110001111101000111011110101110000111001111000001101001110000111100010000010010000101011110011101000010011000000	2096376746149522844677611176129545409	True
869	1305	1000010110001111101000111011110101110000111001111000001101001110000111100010000010010000101011110011101000010011000000111110011	209637674614952284467761117612954540999	True
869	1305	10000101100011111010001110111101011100001110011110000011010011100001111000100000100100001010111100111010000100110000001111100111001110011	209637674614952284467761117612954540999208	True
869	1305	10000101100011111010001110111101011100001110011110000011010011100001111000100000100100001010111100111010000100110000001111100111001110011110000101	209637674614952284467761117612954540999208760	True
869	1305	100001011000111110100011101111010111000011100111100000110100111000011110001000001001000010101111001110100001001100000011111001110011100111100001010000111111	209637674614952284467761117612954540999208760378	True
869	1305	100001011000111110100011101111010111000011100111100000110100111000011110001000001001000010101111001110100001001100000011111001110011100111100001010000111111010101101	209637674614952284467761117612954540999208760378535	True
869	1305	100001011000111110100011101111010111000011100111100000110100111000011110001000001001000010101111001110100001001100000011111001110011100111100001010000111111010101101001010011	209637674614952284467761117612954540999208760378535725	True
869	1305	1000010110001111101000111011110101110000111001111000001101001110000111100010000010010000101011110011101000010011000000111110011100111001111000010100001111110101011010010100110011100111	20963767461495228446776111761295454099920876037853572556	True
870	1226	11000010100110001111111000001100001111000111010011111000001110011110011100010000110111011101001	760726567359447601281619578807	True
870	1226	11000010100110001111111000001100001111000111010011111000001110011110011100010000110111011101001101010110	760726567359447601281619578807464	True
870	1299	11000010100110001111111000001100001111000111010011111000001110011110011100010000110111011101001101010110010110011	760726567359447601281619578807464536	True
870	1299	11000010100110001111111000001100001111000111010011111000001110011110011100010000110111011101001101010110010110011000000010	760726567359447601281619578807464536594	True
870	1299	110000101001100011111110000011000011110001110100111110000011100111100111000100001101110111010011010101100101100110000000101111010100	76072656735944760128161957880746453659475	True
870	1303	110000101001100011111110000011000011110001110100111110000011100111100111000100001101110111010011010101100101100110000000101111010100011010001	76072656735944760128161957880746453659475131	True
870	1303	11000010100110001111111000001100001111000111010011111000001110011110011100010000110111011101001101010110010110011000000010111101010001101000110101001111	76072656735944760128161957880746453659475131846	True
870	1303	1100001010011000111111100000110000111100011101001111100000111001111001110001000011011101110100110101011001011001100000001011110101000110100011010100111110110001111	76072656735944760128161957880746453659475131846369	True
870	1303	1100001010011000111111100000110000111100011101001111100000111001111001110001000011011101110100110101011001011001100000001011110101000110100011010100111110110001111110010100	76072656735944760128161957880746453659475131846369121	True
870	1303	1100001010011000111111100000110000111100011101001111100000111001111001110001000011011101110100110101011001011001100000001011110101000110100011010100111110110001111110010100011011101	76072656735944760128161957880746453659475131846369121220	True
870	1303	11000010100110001111111000001100001111000111010011111000001110011110011100010000110111011101001101010110010110011000000010111101010001101000110101001111101100011111100101000110111011101000011	76072656735944760128161957880746453659475131846369121220823	True
871	1272	111101010010011101111101101110001010111000010101110001111101010001111111010100100111101101111	53880524278186675231242450691	True
871	1272	111101010010011101111101101110001010111000010101110001111101010001111111010100100111101101111101001001	53880524278186675231242450691795	True
871	1299	111101010010011101111101101110001010111000010101110001111101010001111111010100100111101101111101001001011001100	53880524278186675231242450691795267	True
871	1299	11110101001001110111110110111000101011100001010111000111110101000111111101010010011110110111110100100101100110001111000011	53880524278186675231242450691795267834	True
871	1308	111101010010011101111101101110001010111000010101110001111101010001111111010100100111101101111101001001011001100011110000110110001111	53880524278186675231242450691795267834480	True
871	1309	111101010010011101111101101110001010111000010101110001111101010001111111010100100111101101111101001001011001100011110000110110001111100000110	53880524278186675231242450691795267834480505	True
871	1310	11110101001001110111110110111000101011100001010111000111110101000111111101010010011110110111110100100101100110001111000011011000111110000011001101001101	53880524278186675231242450691795267834480505229	True
871	1310	11110101001001110111110110111000101011100001010111000111110101000111111101010010011110110111110100100101100110001111000011011000111110000011001101001101110001011	53880524278186675231242450691795267834480505229499	True
871	1310	11110101001001110111110110111000101011100001010111000111110101000111111101010010011110110111110100100101100110001111000011011000111110000011001101001101110001011100000110	53880524278186675231242450691795267834480505229499505	True
871	1310	11110101001001110111110110111000101011100001010111000111110101000111111101010010011110110111110100100101100110001111000011011000111110000011001101001101110001011100000110101111011	53880524278186675231242450691795267834480505229499505800	True
871	1310	11110101001001110111110110111000101011100001010111000111110101000111111101010010011110110111110100100101100110001111000011011000111110000011001101001101110001011100000110101111011001001000	53880524278186675231242450691795267834480505229499505800762	True
872	1091	11111111000110110000110101000011010100001000111010001011100010100101011110001101110010100000111	830955757202777222104462837	True
872	1117	11111111000110110000110101000011010100001000111010001011100010100101011110001101110010100000111110010011	830955757202777222104462837725	True
872	1220	111111110001101100001101010000110101000010001110100010111000101001010111100011011100101000001111100100110001011011	830955757202777222104462837725683	True
872	1220	111111110001101100001101010000110101000010001110100010111000101001010111100011011100101000001111100100110001011011011101101	830955757202777222104462837725683655	True
872	1240	1111111100011011000011010100001101010000100011101000101110001010010101111000110111001010000011111001001100010110110111011010101100111	83095575720277722210446283772568365556	True
872	1275	1111111100011011000011010100001101010000100011101000101110001010010101111000110111001010000011111001001100010110110111011010101100111011101110	8309557572027772221044628377256836555646	True
872	1275	1111111100011011000011010100001101010000100011101000101110001010010101111000110111001010000011111001001100010110110111011010101100111011101110100001011101	8309557572027772221044628377256836555646712	True
872	1313	1111111100011011000011010100001101010000100011101000101110001010010101111000110111001010000011111001001100010110110111011010101100111011101110100001011101010011011	8309557572027772221044628377256836555646712595	True
872	1313	1111111100011011000011010100001101010000100011101000101110001010010101111000110111001010000011111001001100010110110111011010101100111011101110100001011101010011011100100001	8309557572027772221044628377256836555646712595770	True
872	1315	1111111100011011000011010100001101010000100011101000101110001010010101111000110111001010000011111001001100010110110111011010101100111011101110100001011101010011011100100001100010011	8309557572027772221044628377256836555646712595770185	True
872	1315	1111111100011011000011010100001101010000100011101000101110001010010101111000110111001010000011111001001100010110110111011010101100111011101110100001011101010011011100100001100010011001100010	8309557572027772221044628377256836555646712595770185523	True
873	1284	101110000001000010111000001001101110001101111100110110001101011000011100101001001110000011111100	60145718625668604872120573554	True
873	1284	1011100000010000101110000010011011100011011111001101100011010110000111001010010011100000111111000000010111	60145718625668604872120573554316	True
873	1284	10111000000100001011100000100110111000110111110011011000110101100001110010100100111000001111110000000101111001111111	60145718625668604872120573554316696	True
873	1298	10111000000100001011100000100110111000110111110011011000110101100001110010100100111000001111110000000101111001111111100110101	60145718625668604872120573554316696700	True
873	1298	101110000001000010111000001001101110001101111100110110001101011000011100101001001110000011111100000001011110011111111001101010010101110	60145718625668604872120573554316696700461	True
873	1312	101110000001000010111000001001101110001101111100110110001101011000011100101001001110000011111100000001011110011111111001101010010101110001111101	60145718625668604872120573554316696700461848	True
873	1313	1011100000010000101110000010011011100011011111001101100011010110000111001010010011100000111111000000010111100111111110011010100101011100011111010100101110	60145718625668604872120573554316696700461848433	True
873	1313	1011100000010000101110000010011011100011011111001101100011010110000111001010010011100000111111000000010111100111111110011010100101011100011111010100101110100110101	60145718625668604872120573554316696700461848433700	True
873	1313	1011100000010000101110000010011011100011011111001101100011010110000111001010010011100000111111000000010111100111111110011010100101011100011111010100101110100110101101001010	60145718625668604872120573554316696700461848433700522	True
873	1313	101110000001000010111000001001101110001101111100110110001101011000011100101001001110000011111100000001011110011111111001101010010101110001111101010010111010011010110100101000001000011	60145718625668604872120573554316696700461848433700522105	True
873	1313	101110000001000010111000001001101110001101111100110110001101011000011100101001001110000011111100000001011110011111111001101010010101110001111101010010111010011010110100101000001000011110011010	60145718625668604872120573554316696700461848433700522105330	True
874	1227	10001111110011011010111110011111010001010011110100100100100101010100100100001000111111000001111	257548777565549795487336386507	True
874	1227	10001111110011011010111110011111010001010011110100100100100101010100100100001000111111000001111011100010111	257548777565549795487336386507148	True
874	1307	10001111110011011010111110011111010001010011110100100100100101010100100100001000111111000001111011100010111001100010	257548777565549795487336386507148400	True
874	1310	10001111110011011010111110011111010001010011110100100100100101010100100100001000111111000001111011100010111001100010001010101	257548777565549795487336386507148400487	True
874	1321	1000111111001101101011111001111101000101001111010010010010010101010010010000100011111100000111101110001011100110001000101010100001011011	257548777565549795487336386507148400487477	True
874	1321	1000111111001101101011111001111101000101001111010010010010010101010010010000100011111100000111101110001011100110001000101010100001011011001010110	257548777565549795487336386507148400487477390	True
874	1321	1000111111001101101011111001111101000101001111010010010010010101010010010000100011111100000111101110001011100110001000101010100001011011001010110111100001	257548777565549795487336386507148400487477390559	True
874	1321	10001111110011011010111110011111010001010011110100100100100101010100100100001000111111000001111011100010111001100010001010101000010110110010101101111000010110010000	257548777565549795487336386507148400487477390559529	True
874	1321	10001111110011011010111110011111010001010011110100100100100101010100100100001000111111000001111011100010111001100010001010101000010110110010101101111000010110010000000101001	257548777565549795487336386507148400487477390559529305	True
874	1321	10001111110011011010111110011111010001010011110100100100100101010100100100001000111111000001111011100010111001100010001010101000010110110010101101111000010110010000000101001011011110	257548777565549795487336386507148400487477390559529305685	True
874	1321	10001111110011011010111110011111010001010011110100100100100101010100100100001000111111000001111011100010111001100010001010101000010110110010101101111000010110010000000101001011011110000010011	257548777565549795487336386507148400487477390559529305685185	True
875	1202	01110100001001000100001011101001011000111011001101101101110111111011001011101110110001111011111110	3623946150070783663196699442	True
875	1202	011101000010010001000010111010010110001110110011011011011101111110110010111011101100011110111111101111110101	362394615007078366319669944285	True
875	1202	011101000010010001000010111010010110001110110011011011011101111110110010111011101100011110111111101111110101000010011	362394615007078366319669944285506	True
875	1202	011101000010010001000010111010010110001110110011011011011101111110110010111011101100011110111111101111110101000010011010010000	36239461500707836631966994428550678	True
875	1202	0111010000100100010000101110100101100011101100110110110111011111101100101110111011000111101111111011111101010000100110100100000010001001	36239461500707836631966994428550678314	True
875	1202	0111010000100100010000101110100101100011101100110110110111011111101100101110111011000111101111111011111101010000100110100100000010001001101111101	36239461500707836631966994428550678314424	True
875	1202	01110100001001000100001011101001011000111011001101101101110111111011001011101110110001111011111110111111010100001001101001000000100010011011111011001110111	36239461500707836631966994428550678314424517	True
875	1208	011101000010010001000010111010010110001110110011011011011101111110110010111011101100011110111111101111110101000010011010010000001000100110111110110011101110001110110	36239461500707836631966994428550678314424517492	True
875	1208	01110100001001000100001011101001011000111011001101101101110111111011001011101110110001111011111110111111010100001001101001000000100010011011111011001110111000111011001111101111	36239461500707836631966994428550678314424517492149	True
875	1251	01110100001001000100001011101001011000111011001101101101110111111011001011101110110001111011111110111111010100001001101001000000100010011011111011001110111000111011001111101111101100001	36239461500707836631966994428550678314424517492149234	True
875	1261	01110100001001000100001011101001011000111011001101101101110111111011001011101110110001111011111110111111010100001001101001000000100010011011111011001110111000111011001111101111101100001001100011	36239461500707836631966994428550678314424517492149234749	True
876	1287	11000011011111100100000000000101000010101011011001001101110101001100110111000011110010011010111	592441596976171139365668845	True
876	1287	11000011011111100100000000000101000010101011011001001101110101001100110111000011110010011010111010011001	59244159697617113936566884597	True
876	1287	11000011011111100100000000000101000010101011011001001101110101001100110111000011110010011010111010011001100000011	59244159697617113936566884597375	True
876	1287	11000011011111100100000000000101000010101011011001001101110101001100110111000011110010011010111010011001100000011101010110	59244159697617113936566884597375350	True
876	1287	11000011011111100100000000000101000010101011011001001101110101001100110111000011110010011010111010011001100000011101010110101101000	59244159697617113936566884597375350362	True
876	1287	1100001101111110010000000000010100001010101101100100110111010100110011011100001111001001101011101001100110000001110101011010110100000110111111	59244159697617113936566884597375350362126	True
876	1287	1100001101111110010000000000010100001010101101100100110111010100110011011100001111001001101011101001100110000001110101011010110100000110111111000110100	59244159697617113936566884597375350362126197	True
876	1287	1100001101111110010000000000010100001010101101100100110111010100110011011100001111001001101011101001100110000001110101011010110100000110111111000110100000100101	59244159697617113936566884597375350362126197349	True
876	1287	1100001101111110010000000000010100001010101101100100110111010100110011011100001111001001101011101001100110000001110101011010110100000110111111000110100000100101010100010	59244159697617113936566884597375350362126197349756	True
876	1287	1100001101111110010000000000010100001010101101100100110111010100110011011100001111001001101011101001100110000001110101011010110100000110111111000110100000100101010100010000110001111	59244159697617113936566884597375350362126197349756240	True
876	1287	1100001101111110010000000000010100001010101101100100110111010100110011011100001111001001101011101001100110000001110101011010110100000110111111000110100000100101010100010000110001111010111101	59244159697617113936566884597375350362126197349756240848	True
877	1223	1101110011110000110011101011110010111110000011111111100110001100011100100010000111010100100000	25726290578846499434422183850	True
877	1223	1101110011110000110011101011110010111110000011111111100110001100011100100010000111010100100000001101001	25726290578846499434422183850348	True
877	1223	1101110011110000110011101011110010111110000011111111100110001100011100100010000111010100100000001101001001001011	25726290578846499434422183850348544	True
877	1223	1101110011110000110011101011110010111110000011111111100110001100011100100010000111010100100000001101001001001011011100010	25726290578846499434422183850348544204	True
877	1223	1101110011110000110011101011110010111110000011111111100110001100011100100010000111010100100000001101001001001011011100010001001011	25726290578846499434422183850348544204544	True
877	1223	11011100111100001100111010111100101111100000111111111001100011000111001000100001110101001000000011010010010010110111000100010010110100100000	25726290578846499434422183850348544204544850	True
877	1223	110111001111000011001110101111001011111000001111111110011000110001110010001000011101010010000000110100100100101101110001000100101101001000000110010100	25726290578846499434422183850348544204544850447	True
877	1223	11011100111100001100111010111100101111100000111111111001100011000111001000100001110101001000000011010010010010110111000100010010110100100000011001010000110100111	25726290578846499434422183850348544204544850447373	True
877	1223	110111001111000011001110101111001011111000001111111110011000110001110010001000011101010010000000110100100100101101110001000100101101001000000110010100001101001111011101111	25726290578846499434422183850348544204544850447373386	True
877	1223	110111001111000011001110101111001011111000001111111110011000110001110010001000011101010010000000110100100100101101110001000100101101001000000110010100001101001111011101111010000000	25726290578846499434422183850348544204544850447373386859	True
877	1223	1101110011110000110011101011110010111110000011111111100110001100011100100010000111010100100000001101001001001011011100010001001011010010000001100101000011010011110111011110100000001110100110	2572629057884649943442218385034854420454485044737338685953	True
878	1298	1011111101011000000010011011110100101100101010111010010000000001010000110100100100001001011010	59738711781870829771458234818	True
878	1298	101111110101100000001001101111010010110010101011101001000000000101000011010010010000100101101000110001010	59738711781870829771458234818628	True
878	1298	101111110101100000001001101111010010110010101011101001000000000101000011010010010000100101101000110001010101101001	59738711781870829771458234818628106	True
878	1323	1011111101011000000010011011110100101100101010111010010000000001010000110100100100001001011010001100010101011010010010111111	59738711781870829771458234818628106413	True
878	1332	10111111010110000000100110111101001011001010101110100100000000010100001101001001000010010110100011000101010110100100101111111001010111	59738711781870829771458234818628106413861	True
878	1338	10111111010110000000100110111101001011001010101110100100000000010100001101001001000010010110100011000101010110100100101111111001010111101100110	59738711781870829771458234818628106413861324	True
878	1343	10111111010110000000100110111101001011001010101110100100000000010100001101001001000010010110100011000101010110100100101111111001010111101100110111101000	59738711781870829771458234818628106413861324285	True
878	1343	10111111010110000000100110111101001011001010101110100100000000010100001101001001000010010110100011000101010110100100101111111001010111101100110111101000111010011	5973871178187082977145823481862810641386132428586	True
878	1343	101111110101100000001001101111010010110010101011101001000000000101000011010010010000100101101000110001010101101001001011111110010101111011001101111010001110100111000101111	5973871178187082977145823481862810641386132428586326	True
878	1343	101111110101100000001001101111010010110010101011101001000000000101000011010010010000100101101000110001010101101001001011111110010101111011001101111010001110100111000101111011100001	597387117818708297714582348186281064138613242858632639	True
878	1343	101111110101100000001001101111010010110010101011101001000000000101000011010010010000100101101000110001010101101001001011111110010101111011001101111010001110100111000101111011100001110110101	597387117818708297714582348186281064138613242858632639290	True
879	1191	1010001110011011110001010010001000000011011001111100001111110101111011101101011111011000000100000	46183012748669759813173115194	True
879	1191	1010001110011011110001010010001000000011011001111100001111110101111011101101011111011000000100000110111011	46183012748669759813173115194837	True
879	1246	1010001110011011110001010010001000000011011001111100001111110101111011101101011111011000000100000110111011010010011	46183012748669759813173115194837139	True
879	1246	1010001110011011110001010010001000000011011001111100001111110101111011101101011111011000000100000110111011010010011101001001	46183012748669759813173115194837139803	True
879	1246	1010001110011011110001010010001000000011011001111100001111110101111011101101011111011000000100000110111011010010011101001001101011011	46183012748669759813173115194837139803520	True
879	1246	101000111001101111000101001000100000001101100111110000111111010111101110110101111101100000010000011011101101001001110100100110101101111011111111	4618301274866975981317311519483713980352090	True
879	1246	101000111001101111000101001000100000001101100111110000111111010111101110110101111101100000010000011011101101001001110100100110101101111011111111110011101	4618301274866975981317311519483713980352090427	True
879	1246	101000111001101111000101001000100000001101100111110000111111010111101110110101111101100000010000011011101101001001110100100110101101111011111111110011101011001100	4618301274866975981317311519483713980352090427384	True
879	1246	101000111001101111000101001000100000001101100111110000111111010111101110110101111101100000010000011011101101001001110100100110101101111011111111110011101011001100110100101	4618301274866975981317311519483713980352090427384347	True
879	1338	1010001110011011110001010010001000000011011001111100001111110101111011101101011111011000000100000110111011010010011101001001101011011110111111111100111010110011001101001010101100101	4618301274866975981317311519483713980352090427384347739	True
879	1338	1010001110011011110001010010001000000011011001111100001111110101111011101101011111011000000100000110111011010010011101001001101011011110111111111100111010110011001101001010101100101101011011	4618301274866975981317311519483713980352090427384347739520	True
880	1302	111100001100111000001111011001101100101111000000000101111010001010010011001001111010000101111011	24451874773825283835225165801	True
880	1302	111100001100111000001111011001101100101111000000000101111010001010010011001001111010000101111011000010110	24451874773825283835225165801350	True
880	1302	111100001100111000001111011001101100101111000000000101111010001010010011001001111010000101111011000010110101101101	24451874773825283835225165801350183	True
880	1302	111100001100111000001111011001101100101111000000000101111010001010010011001001111010000101111011000010110101101101100000111	24451874773825283835225165801350183168	True
880	1302	1111000011001110000011110110011011001011110000000001011110100010100100110010011110100001011110110000101101011011011000001110010100111	24451874773825283835225165801350183168316	True
880	1302	11110000110011100000111101100110110010111100000000010111101000101001001100100111101000010111101100001011010110110110000011100101001110100010111	24451874773825283835225165801350183168316578	True
880	1302	111100001100111000001111011001101100101111000000000101111010001010010011001001111010000101111011000010110101101101100000111001010011101000101111100110111	24451874773825283835225165801350183168316578196	True
880	1321	111100001100111000001111011001101100101111000000000101111010001010010011001001111010000101111011000010110101101101100000111001010011101000101111100110111100010011	24451874773825283835225165801350183168316578196272	True
880	1323	111100001100111000001111011001101100101111000000000101111010001010010011001001111010000101111011000010110101101101100000111001010011101000101111100110111100010011100110010	24451874773825283835225165801350183168316578196272225	True
880	1323	111100001100111000001111011001101100101111000000000101111010001010010011001001111010000101111011000010110101101101100000111001010011101000101111100110111100010011100110010100010101	24451874773825283835225165801350183168316578196272225670	True
880	1323	111100001100111000001111011001101100101111000000000101111010001010010011001001111010000101111011000010110101101101100000111001010011101000101111100110111100010011100110010100010101100101101	2445187477382528383522516580135018316831657819627222567067	True
881	1212	11100101011101111000100100111010101110011111111001010010101000001110111000010101110010111100011	92438621111718652433250771654	True
881	1212	111001010111011110001001001110101011100111111110010100101010000011101110000101011100101111000111000110111	92438621111718652433250771654517	True
881	1219	1110010101110111100010010011101010111001111111100101001010100000111011100001010111001011110001110001101111110000000	92438621111718652433250771654517738	True
881	1274	1110010101110111100010010011101010111001111111100101001010100000111011100001010111001011110001110001101111110000000111010101	92438621111718652433250771654517738631	True
881	1299	11100101011101111000100100111010101110011111111001010010101000001110111000010101110010111100011100011011111100000001110101010000010011	92438621111718652433250771654517738631827	True
881	1299	11100101011101111000100100111010101110011111111001010010101000001110111000010101110010111100011100011011111100000001110101010000010011100010001	9243862111171865243325077165451773863182736	True
881	1307	11100101011101111000100100111010101110011111111001010010101000001110111000010101110010111100011100011011111100000001110101010000010011100010001110110011	9243862111171865243325077165451773863182736342	True
881	1307	111001010111011110001001001110101011100111111110010100101010000011101110000101011100101111000111000110111111000000011101010100000100111000100011101100111111101101	9243862111171865243325077165451773863182736342672	True
881	1316	1110010101110111100010010011101010111001111111100101001010100000111011100001010111001011110001110001101111110000000111010101000001001110001000111011001111111011010111011110	924386211117186524332507716545177386318273634267224	True
881	1318	11100101011101111000100100111010101110011111111001010010101000001110111000010101110010111100011100011011111100000001110101010000010011100010001110110011111110110101110111100100010111	924386211117186524332507716545177386318273634267224578	True
881	1322	111001010111011110001001001110101011100111111110010100101010000011101110000101011100101111000111000110111111000000011101010100000100111000100011101100111111101101011101111001000101110001101101	924386211117186524332507716545177386318273634267224578691	True
882	1284	1000011110001011011111000010110011101101110011100110010011000001101010011011000110011010001011	431877730596748328515655362	True
882	1284	1000011110001011011111000010110011101101110011100110010011000001101010011011000110011010001011011110011	431877730596748328515655362332	True
882	1284	10000111100010110111110000101100111011011100111001100100110000011010100110110001100110100010110111100110010000001	43187773059674832851565536233250	True
882	1284	10000111100010110111110000101100111011011100111001100100110000011010100110110001100110100010110111100110010000001100101011	43187773059674832851565536233250853	True
882	1284	10000111100010110111110000101100111011011100111001100100110000011010100110110001100110100010110111100110010000001100101011011000001	43187773059674832851565536233250853234	True
882	1284	10000111100010110111110000101100111011011100111001100100110000011010100110110001100110100010110111100110010000001100101011011000001001011001	43187773059674832851565536233250853234490	True
882	1284	10000111100010110111110000101100111011011100111001100100110000011010100110110001100110100010110111100110010000001100101011011000001001011001110010110	43187773059674832851565536233250853234490617	True
882	1306	10000111100010110111110000101100111011011100111001100100110000011010100110110001100110100010110111100110010000001100101011011000001001011001110010110000111010	4318777305967483285156553623325085323449061721	True
882	1306	100001111000101101111100001011001110110111001110011001001100000110101001101100011001101000101101111001100100000011001010110110000010010110011100101100001110101100010111	4318777305967483285156553623325085323449061721845	True
882	1315	10000111100010110111110000101100111011011100111001100100110000011010100110110001100110100010110111100110010000001100101011011000001001011001110010110000111010110001011111000000101	4318777305967483285156553623325085323449061721845706	True
882	1324	10000111100010110111110000101100111011011100111001100100110000011010100110110001100110100010110111100110010000001100101011011000001001011001110010110000111010110001011111000000101100001101	4318777305967483285156553623325085323449061721845706535	True
883	1240	1001100011111011011110100010010000111101011101001001101101111000000010111011100100000100010000001	82748042868295240643685756221	True
883	1292	1001100011111011011110100010010000111101011101001001101101111000000010111011100100000100010000001011011000	82748042868295240643685756221735	True
883	1320	1001100011111011011110100010010000111101011101001001101101111000000010111011100100000100010000001011011000010110001	82748042868295240643685756221735636	True
883	1320	10011000111110110111101000100100001111010111010010011011011110000000101110111001000001000100000010110110000101100010000001100	82748042868295240643685756221735636180	True
883	1320	100110001111101101111010001001000011110101110100100110110111100000001011101110010000010001000000101101100001011000100000011001100101010	82748042868295240643685756221735636180206	True
883	1327	100110001111101101111010001001000011110101110100100110110111100000001011101110010000010001000000101101100001011000100000011001100101010000010010	82748042868295240643685756221735636180206462	True
883	1328	100110001111101101111010001001000011110101110100100110110111100000001011101110010000010001000000101101100001011000100000011001100101010000010010000010101	82748042868295240643685756221735636180206462680	True
883	1335	100110001111101101111010001001000011110101110100100110110111100000001011101110010000010001000000101101100001011000100000011001100101010000010010000010101010111110	82748042868295240643685756221735636180206462680724	True
883	1339	1001100011111011011110100010010000111101011101001001101101111000000010111011100100000100010000001011011000010110001000000110011001010100000100100000101010101111101100101000	82748042868295240643685756221735636180206462680724482	True
883	1339	10011000111110110111101000100100001111010111010010011011011110000000101110111001000001000100000010110110000101100010000001100110010101000001001000001010101011111011001010000101110011	82748042868295240643685756221735636180206462680724482389	True
883	1339	10011000111110110111101000100100001111010111010010011011011110000000101110111001000001000100000010110110000101100010000001100110010101000001001000001010101011111011001010000101110011100111100	82748042868295240643685756221735636180206462680724482389438	True
884	1282	1000010110110110011010110111101010001111000011101101011100011110001100001101011000000100101011	73025507373411613159263829218	True
884	1282	1000010110110110011010110111101010001111000011101101011100011110001100001101011000000100101011011011011	7302550737341161315926382921860	True
884	1282	1000010110110110011010110111101010001111000011101101011100011110001100001101011000000100101011011011011000010001	730255073734116131592638292186036	True
884	1282	1000010110110110011010110111101010001111000011101101011100011110001100001101011000000100101011011011011000010001101001011	730255073734116131592638292186036351	True
884	1282	1000010110110110011010110111101010001111000011101101011100011110001100001101011000000100101011011011011000010001101001011111001101	73025507373411613159263829218603635167	True
884	1282	1000010110110110011010110111101010001111000011101101011100011110001100001101011000000100101011011011011000010001101001011111001101011100101	7302550737341161315926382921860363516798	True
884	1315	1000010110110110011010110111101010001111000011101101011100011110001100001101011000000100101011011011011000010001101001011111001101011100101100010001	7302550737341161315926382921860363516798387	True
884	1315	100001011011011001101011011110101000111100001110110101110001111000110000110101100000010010101101101101100001000110100101111100110101110010110001000110101010111	7302550737341161315926382921860363516798387788	True
884	1315	1000010110110110011010110111101010001111000011101101011100011110001100001101011000000100101011011011011000010001101001011111001101011100101100010001101010101111000110111	73025507373411613159263829218603635167983877882	True
884	1315	1000010110110110011010110111101010001111000011101101011100011110001100001101011000000100101011011011011000010001101001011111001101011100101100010001101010101111000110111110100100	73025507373411613159263829218603635167983877882107	True
884	1315	10000101101101100110101101111010100011110000111011010111000111100011000011010110000001001010110110110110000100011010010111110011010111001011000100011010101011110001101111101001001010001011	7302550737341161315926382921860363516798387788210762	True
885	1234	1101000000111010101011111000101111000111001111100000100110100011101101101101101100001100010101	5298753051252332454985742279	True
885	1234	1101000000111010101011111000101111000111001111100000100110100011101101101101101100001100010101111000110	5298753051252332454985742279464	True
885	1234	1101000000111010101011111000101111000111001111100000100110100011101101101101101100001100010101111000110100000010	5298753051252332454985742279464756	True
885	1234	1101000000111010101011111000101111000111001111100000100110100011101101101101101100001100010101111000110100000010010001000	5298753051252332454985742279464756627	True
885	1234	1101000000111010101011111000101111000111001111100000100110100011101101101101101100001100010101111000110100000010010001000010111101010	5298753051252332454985742279464756627100	True
885	1283	1101000000111010101011111000101111000111001111100000100110100011101101101101101100001100010101111000110100000010010001000010111101010011010100	5298753051252332454985742279464756627100267	True
