NSimbolos	MaxPos	encoded	decoded	==?
321	489	11011100001000111111011001110000011010111001100100111111000101011110101110011000110111111011000110011100000100110110111	20825214417580207249107632601842722349914	True
321	489	11011100001000111111011001110000011010111001100100111111000101011110101110011000110111111011000110011100000100110110111011100011	20825214417580207249107632601842722349914109	True
321	489	11011100001000111111011001110000011010111001100100111111000101011110101110011000110111111011000110011100000100110110111011100011101101101	20825214417580207249107632601842722349914109211	True
321	489	1101110000100011111101100111000001101011100110010011111100010101111010111001100011011111101100011001110000010011011011101110001110110110100011101	2082521441758020724910763260184272234991410921145	True
321	490	11011100001000111111011001110000011010111001100100111111000101011110101110011000110111111011000110011100000100110110111011100011101101101000111011110100111	2082521441758020724910763260184272234991410921145101	True
321	490	11011100001000111111011001110000011010111001100100111111000101011110101110011000110111111011000110011100000100110110111011100011101101101000111011110100111101010101	2082521441758020724910763260184272234991410921145101119	True
322	482	01100100101110111011101111111010001011011111110110010101111010011101001010100011110	24244250132702733623475212	True
322	482	0110010010111011101110111111101000101101111111011001010111101001110100101010001111001101110	24244250132702733623475212303	True
322	483	011001001011101110111011111110100010110111111101100101011110100111010010101000111100110111000010111	24244250132702733623475212303131	True
322	487	01100100101110111011101111111010001011011111110110010101111010011101001010100011110011011100001011101101110	24244250132702733623475212303131303	True
322	487	0110010010111011101110111111101000101101111111011001010111101001110100101010001111001101110000101110110111011101001	24244250132702733623475212303131303207	True
322	487	01100100101110111011101111111010001011011111110110010101111010011101001010100011110011011100001011101101110111010010111010	24244250132702733623475212303131303207168	True
322	487	01100100101110111011101111111010001011011111110110010101111010011101001010100011110011011100001011101101110111010010111010100011011	24244250132702733623475212303131303207168276	True
322	487	0110010010111011101110111111101000101101111111011001010111101001110100101010001111001101110000101110110111011101001011101010001101110000111	2424425013270273362347521230313130320716827659	True
322	487	01100100101110111011101111111010001011011111110110010101111010011101001010100011110011011100001011101101110111010010111010100011011100001111010000	242442501327027336234752123031313032071682765979	True
322	487	011001001011101110111011111110100010110111111101100101011110100111010010101000111100110111000010111011011101110100101110101000110111000011110100000101001101	242442501327027336234752123031313032071682765979238	True
322	488	01100100101110111011101111111010001011011111110110010101111010011101001010100011110011011100001011101101110111010010111010100011011100001111010000010100110110111110	24244250132702733623475212303131303207168276597923874	True
323	455	11100001000101110101001000010000011000010001101101101011010100110010010010111	1621311734130116716817426136	True
323	480	11100001000101110101001000010000011000010001101101101011010100110010010010111110111111	162131173413011671681742613683	True
323	485	1110000100010111010100100001000001100001000110110110101101010011001001001011111011111101000101	16213117341301167168174261368388	True
323	485	11100001000101110101001000010000011000010001101101101011010100110010010010111110111111010001010101011011	16213117341301167168174261368388182	True
323	485	11100001000101110101001000010000011000010001101101101011010100110010010010111110111111010001010101011011011001101	16213117341301167168174261368388182226	True
323	485	11100001000101110101001000010000011000010001101101101011010100110010010010111110111111010001010101011011011001101111001101	1621311734130116716817426136838818222628	True
323	485	1110000100010111010100100001000001100001000110110110101101010011001001001011111011111101000101010101101101100110111100110101011110	162131173413011671681742613683881822262891	True
323	486	111000010001011101010010000100000110000100011011011010110101001100100100101111101111110100010101010110110110011011110011010101111010111001	162131173413011671681742613683881822262891253	True
323	486	1110000100010111010100100001000001100001000110110110101101010011001001001011111011111101000101010101101101100110111100110101011110101110010011010010	1621311734130116716817426136838818222628912539	True
323	486	11100001000101110101001000010000011000010001101101101011010100110010010010111110111111010001010101011011011001101111001101010111101011100100110100100101010	1621311734130116716817426136838818222628912539217	True
323	486	1110000100010111010100100001000001100001000110110110101101010011001001001011111011111101000101010101101101100110111100110101011110101110010011010010010101010000100	1621311734130116716817426136838818222628912539217110	True
324	402	000110110111110101010110011000100100111011011101100001111101011011111000111100111	46132177255281204228144140131	True
324	404	0001101101111101010101100110001001001110110111011000011111010110111110001111001111001000	46132177255281204228144140131251	True
324	404	000110110111110101010110011000100100111011011101100001111101011011111000111100111100100000111101	46132177255281204228144140131251232	True
324	404	000110110111110101010110011000100100111011011101100001111101011011111000111100111100100000111101101111010	46132177255281204228144140131251232256	True
324	427	0001101101111101010101100110001001001110110111011000011111010110111110001111001111001000001111011011110101101010001	46132177255281204228144140131251232256291	True
324	445	000110110111110101010110011000100100111011011101100001111101011011111000111100111100100000111101101111010110101000110010100	4613217725528120422814414013125123225629122	True
324	466	00011011011111010101011001100010010011101101110110000111110101101111100011110011110010000011110110111101011010100011001010001001110	4613217725528120422814414013125123225629122281	True
324	475	000110110111110101010110011000100100111011011101100001111101011011111000111100111100100000111101101111010110101000110010100010011101101010001	4613217725528120422814414013125123225629122281291	True
324	481	0001101101111101010101100110001001001110110111011000011111010110111110001111001111001000001111011011110101101010001100101000100111011010100010100000	461321772552812042281441401312512322562912228129152	True
324	481	00011011011111010101011001100010010011101101110110000111110101101111100011110011110010000011110110111101011010100011001010001001110110101000101000001100110110	461321772552812042281441401312512322562912228129152199	True
324	483	0001101101111101010101100110001001001110110111011000011111010110111110001111001111001000001111011011110101101010001100101000100111011010100010100000110011011000001111	46132177255281204228144140131251232256291222812915219976	True
325	450	101010001111111101011111011010111011011010011011000100111011001011000000100101011	1851762751252401182111921963	True
325	450	10101000111111110101111101101011101101101001101100010011101100101100000010010101110100111	185176275125240118211192196339	True
325	450	101010001111111101011111011010111011011010011011000100111011001011000000100101011101001111011000	18517627512524011821119219633967	True
325	450	10101000111111110101111101101011101101101001101100010011101100101100000010010101110100111101100000000111	18517627512524011821119219633967228	True
325	450	1010100011111111010111110110101110110110100110110001001110110010110000001001010111010011110110000000011110101100	18517627512524011821119219633967228208	True
325	450	10101000111111110101111101101011101101101001101100010011101100101100000010010101110100111101100000000111101011000011010	18517627512524011821119219633967228208168	True
325	450	1010100011111111010111110110101110110110100110110001001110110010110000001001010111010011110110000000011110101100001101000001110	18517627512524011821119219633967228208168281	True
325	450	1010100011111111010111110110101110110110100110110001001110110010110000001001010111010011110110000000011110101100001101000001110001100001	1851762751252401182111921963396722820816828190	True
325	450	101010001111111101011111011010111011011010011011000100111011001011000000100101011101001111011000000001111010110000110100000111000110000100100101	1851762751252401182111921963396722820816828190107	True
325	450	10101000111111110101111101101011101101101001101100010011101100101100000010010101110100111101100000000111101011000011010000011100011000010010010110101111	1851762751252401182111921963396722820816828190107275	True
325	450	10101000111111110101111101101011101101101001101100010011101100101100000010010101110100111101100000000111101011000011010000011100011000010010010110101111010110110	1851762751252401182111921963396722820816828190107275273	True
326	482	111001110010111000101110000000111110101011101110010101111011001111110110111011111	3623232971687426902045	True
326	482	111001110010111000101110000000111110101011101110010101111011001111110110111011111110011011	362323297168742690204526	True
326	482	11100111001011100010111000000011111010101110111001010111101100111111011011101111111001101100001110	362323297168742690204526303	True
326	482	1110011100101110001011100000001111101010111011100101011110110011111101101110111111100110110000111010110011	362323297168742690204526303215	True
326	482	11100111001011100010111000000011111010101110111001010111101100111111011011101111111001101100001110101100110111000	362323297168742690204526303215183	True
326	482	1110011100101110001011100000001111101010111011100101011110110011111101101110111111100110110000111010110011011100001101110	36232329716874269020452630321518391	True
326	485	111001110010111000101110000000111110101011101110010101111011001111110110111011111110011011000011101011001101110000110111001110011	36232329716874269020452630321518391235	True
326	485	111001110010111000101110000000111110101011101110010101111011001111110110111011111110011011000011101011001101110000110111001110011001100111	36232329716874269020452630321518391235187	True
326	485	11100111001011100010111000000011111010101110111001010111101100111111011011101111111001101100001110101100110111000011011100111001100110011110110001	36232329716874269020452630321518391235187304	True
326	485	1110011100101110001011100000001111101010111011100101011110110011111101101110111111100110110000111010110011011100001101110011100110011001111011000110110011	36232329716874269020452630321518391235187304215	True
326	485	1110011100101110001011100000001111101010111011100101011110110011111101101110111111100110110000111010110011011100001101110011100110011001111011000110110011110101111	36232329716874269020452630321518391235187304215201	True
327	484	1001110110010000110001011101011010111011001001011010001111100101010001100110010011	6841292250303633016732148	True
327	485	1001110110010000110001011101011010111011001001011010001111100101010001100110010011000000111	6841292250303633016732148221	True
327	485	100111011001000011000101110101101011101100100101101000111110010101000110011001001100000011101110000	684129225030363301673214822185	True
327	485	10011101100100001100010111010110101110110010010110100011111001010100011001100100110000001110111000001011011	684129225030363301673214822185283	True
327	488	1001110110010000110001011101011010111011001001011010001111100101010001100110010011000000111011100000101101111111111	68412922503036330167321482218528352	True
327	490	100111011001000011000101110101101011101100100101101000111110010101000110011001001100000011101110000010110111111111100001011	6841292250303633016732148221852835271	True
327	490	100111011001000011000101110101101011101100100101101000111110010101000110011001001100000011101110000010110111111111100001011001111000001	6841292250303633016732148221852835271248	True
327	490	1001110110010000110001011101011010111011001001011010001111100101010001100110010011000000111011100000101101111111111000010110011110000010011000	6841292250303633016732148221852835271248189	True
327	490	100111011001000011000101110101101011101100100101101000111110010101000110011001001100000011101110000010110111111111100001011001111000001001100000100010	6841292250303633016732148221852835271248189173	True
327	490	100111011001000011000101110101101011101100100101101000111110010101000110011001001100000011101110000010110111111111100001011001111000001001100000100010101011001110	6841292250303633016732148221852835271248189173112	True
327	490	100111011001000011000101110101101011101100100101101000111110010101000110011001001100000011101110000010110111111111100001011001111000001001100000100010101011001110000101011	684129225030363301673214822185283527124818917311264	True
328	487	0110010110110000100111010111111110111010011101110010100111111011110011000111100110111	6478281012961651901209776	True
328	487	01100101101100001001110101111111101110100111011100101001111110111100110001111001101110010111111	6478281012961651901209776222	True
328	490	011001011011000010011101011111111011101001110111001010011111101111001100011110011011100101111111001100	6478281012961651901209776222295	True
328	490	01100101101100001001110101111111101110100111011100101001111110111100110001111001101110010111111100110011111110	6478281012961651901209776222295257	True
328	491	0110010110110000100111010111111110111010011101110010100111111011110011000111100110111001011111110011001111111010101100	6478281012961651901209776222295257270	True
328	493	011001011011000010011101011111111011101001110111001010011111101111001100011110011011100101111111001100111111101010110010101001	6478281012961651901209776222295257270115	True
328	494	01100101101100001001110101111111101110100111011100101001111110111100110001111001101110010111111100110011111110101011001010100111110001	647828101296165190120977622229525727011511	True
328	494	0110010110110000100111010111111110111010011101110010100111111011110011000111100110111001011111110011001111111010101100101010011111000100110100	647828101296165190120977622229525727011511130	True
328	494	011001011011000010011101011111111011101001110111001010011111101111001100011110011011100101111111001100111111101010110010101001111100010011010011000110	647828101296165190120977622229525727011511130177	True
328	494	01100101101100001001110101111111101110100111011100101001111110111100110001111001101110010111111100110011111110101011001010100111110001001101001100011011110111	647828101296165190120977622229525727011511130177106	True
328	494	01100101101100001001110101111111101110100111011100101001111110111100110001111001101110010111111100110011111110101011001010100111110001001101001100011011110111001110101	64782810129616519012097762222952572701151113017710628	True
329	491	1001110011000100110100111100010001001001101111000110000100000001110011011001100001	6260144319628532739193265	True
329	491	100111001100010011010011110001000100100110111100011000010000000111001101100110000110111111	626014431962853273919326552	True
329	491	10011100110001001101001111000100010010011011110001100001000000011100110110011000011011111101011000	626014431962853273919326552110	True
329	491	10011100110001001101001111000100010010011011110001100001000000011100110110011000011011111101011000110001011	626014431962853273919326552110276	True
329	491	1001110011000100110100111100010001001001101111000110000100000001110011011001100001101111110101100011000101101110111	626014431962853273919326552110276106	True
329	491	1001110011000100110100111100010001001001101111000110000100000001110011011001100001101111110101100011000101101110111000000101	62601443196285327391932655211027610675	True
329	492	100111001100010011010011110001000100100110111100011000010000000111001101100110000110111111010110001100010110111011100000010111110011	6260144319628532739193265521102761067563	True
329	492	100111001100010011010011110001000100100110111100011000010000000111001101100110000110111111010110001100010110111011100000010111110011000111011	6260144319628532739193265521102761067563297	True
329	492	10011100110001001101001111000100010010011011110001100001000000011100110110011000011011111101011000110001011011101110000001011111001100011101111000111	626014431962853273919326552110276106756329736	True
329	492	1001110011000100110100111100010001001001101111000110000100000001110011011001100001101111110101100011000101101110111000000101111100110001110111100011111111100	626014431962853273919326552110276106756329736173	True
329	492	1001110011000100110100111100010001001001101111000110000100000001110011011001100001101111110101100011000101101110111000000101111100110001110111100011111111100011111110	626014431962853273919326552110276106756329736173126	True
330	458	010101110000101011100011111011010010110010100111100110101110011000110100101110101	761671042391213269915745	True
330	458	010101110000101011100011111011010010110010100111100110101110011000110100101110101100100001	76167104239121326991574540	True
330	458	010101110000101011100011111011010010110010100111100110101110011000110100101110101100100001110111000	7616710423912132699157454082	True
330	458	010101110000101011100011111011010010110010100111100110101110011000110100101110101100100001110111000111101110	7616710423912132699157454082149	True
330	459	0101011100001010111000111110110100101100101001111001101011100110001101001011101011001000011101110001111011101100000	7616710423912132699157454082149290	True
330	461	0101011100001010111000111110110100101100101001111001101011100110001101001011101011001000011101110001111011101100000010010001	761671042391213269915745408214929043	True
330	472	01010111000010101110001111101101001011001010011110011010111001100011010010111010110010000111011100011110111011000000100100011110000	761671042391213269915745408214929043175	True
330	472	0101011100001010111000111110110100101100101001111001101011100110001101001011101011001000011101110001111011101100000010010001111000010111111	76167104239121326991574540821492904317598	True
330	478	010101110000101011100011111011010010110010100111100110101110011000110100101110101100100001110111000111101110110000001001000111100001011111110011011	7616710423912132699157454082149290431759859	True
330	488	0101011100001010111000111110110100101100101001111001101011100110001101001011101011001000011101110001111011101100000010010001111000010111111100110110100010	761671042391213269915745408214929043175985960	True
330	491	010101110000101011100011111011010010110010100111100110101110011000110100101110101100100001110111000111101110110000001001000111100001011111110011011010001001101101	761671042391213269915745408214929043175985960132	True
331	480	000111000111001011001100111010110110101000110000111011001001101100100101011001111101	12711871297183128272266145264	True
331	480	00011100011100101100110011101011011010100011000011101100100110110010010101100111110110111011	12711871297183128272266145264234	True
331	480	0001110001110010110011001110101101101010001100001110110010011011001001010110011111011011101101110111	1271187129718312827226614526423497	True
331	480	000111000111001011001100111010110110101000110000111011001001101100100101011001111101101110110111011100100101	127118712971831282722661452642349795	True
331	487	00011100011100101100110011101011011010100011000011101100100110110010010101100111110110111011011101110010010111100111	127118712971831282722661452642349795305	True
331	487	0001110001110010110011001110101101101010001100001110110010011011001001010110011111011011101101110111001001011110011101001110	127118712971831282722661452642349795305227	True
331	493	000111000111001011001100111010110110101000110000111011001001101100100101011001111101101110110111011100100101111001110100111010101010	12711871297183128272266145264234979530522756	True
331	493	0001110001110010110011001110101101101010001100001110110010011011001001010110011111011011101101110111001001011110011101001110101010101110000	1271187129718312827226614526423497953052275667	True
331	493	000111000111001011001100111010110110101000110000111011001001101100100101011001111101101110110111011100100101111001110100111010101010111000010011111	1271187129718312827226614526423497953052275667190	True
331	493	0001110001110010110011001110101101101010001100001110110010011011001001010110011111011011101101110111001001011110011101001110101010101110000100111110000100	1271187129718312827226614526423497953052275667190185	True
331	493	000111000111001011001100111010110110101000110000111011001001101100100101011001111101101110110111011100100101111001110100111010101010111000010011111000010010101111	127118712971831282722661452642349795305227566719018525	True
332	418	101011110111101100101100010000110011001100011101100110100000011100000101000000	25302707371252239131242290	True
332	420	10101111011110110010110001000011001100110001110110011010000001110000010100000001111000	25302707371252239131242290327	True
332	454	101011110111101100101100010000110011001100011101100110100000011100000101000000011110000100001011	2530270737125223913124229032770	True
332	481	10101111011110110010110001000011001100110001110110011010000001110000010100000001111000010000101100010110	2530270737125223913124229032770303	True
332	481	1010111101111011001011000100001100110011000111011001101000000111000001010000000111100001000010110001011011111000	2530270737125223913124229032770303244	True
332	481	101011110111101100101100010000110011001100011101100110100000011100000101000000011110000100001011000101101111100001101101	2530270737125223913124229032770303244152	True
332	485	1010111101111011001011000100001100110011000111011001101000000111000001010000000111100001000010110001011011111000011011010111100	25302707371252239131242290327703032441521	True
332	485	10101111011110110010110001000011001100110001110110011010000001110000010100000001111000010000101100010110111110000110110101111000001110001	25302707371252239131242290327703032441521127	True
332	492	101011110111101100101100010000110011001100011101100110100000011100000101000000011110000100001011000101101111100001101101011110000011100010110100	2530270737125223913124229032770303244152112786	True
332	492	1010111101111011001011000100001100110011000111011001101000000111000001010000000111100001000010110001011011111000011011010111100000111000101101001101101011	25302707371252239131242290327703032441521127864	True
332	492	101011110111101100101100010000110011001100011101100110100000011100000101000000011110000100001011000101101111100001101101011110000011100010110100110110101111110101	25302707371252239131242290327703032441521127864250	True
333	503	0111000010011001000111110110100011011010110110110010100010110111110000011110111010	311332942432325821779104144	True
333	503	011100001001100100011111011010001101101011011011001010001011011111000001111011101001010111	311332942432325821779104144106	True
333	503	01110000100110010001111101101000110110101101101100101000101101111100000111101110100101011100001110	311332942432325821779104144106227	True
333	503	0111000010011001000111110110100011011010110110110010100010110111110000011110111010010101110000111000000001	311332942432325821779104144106227102	True
333	503	011100001001100100011111011010001101101011011011001010001011011111000001111011101001010111000011100000000100100110	311332942432325821779104144106227102281	True
333	503	01110000100110010001111101101000110110101101101100101000101101111100000111101110100101011100001110000000010010011000011000	31133294243232582177910414410622710228122	True
333	503	0111000010011001000111110110100011011010110110110010100010110111110000011110111010010101110000111000000001001001100001100010111100	31133294243232582177910414410622710228122302	True
333	503	0111000010011001000111110110100011011010110110110010100010110111110000011110111010010101110000111000000001001001100001100010111100010011010	3113329424323258217791041441062271022812230234	True
333	503	0111000010011001000111110110100011011010110110110010100010110111110000011110111010010101110000111000000001001001100001100010111100010011010001110011	3113329424323258217791041441062271022812230234276	True
333	503	0111000010011001000111110110100011011010110110110010100010110111110000011110111010010101110000111000000001001001100001100010111100010011010001110011000101011	3113329424323258217791041441062271022812230234276307	True
333	503	0111000010011001000111110110100011011010110110110010100010110111110000011110111010010101110000111000000001001001100001100010111100010011010001110011000101011110010101	31133294243232582177910414410622710228122302342763078	True
334	505	10011010000000011101000100010000110011110000001110000011100011001111111000000100	272513222208724131433237272	True
334	505	1001101000000001110100010001000011001111000000111000001110001100111111100000010001101111	272513222208724131433237272190	True
334	505	10011010000000011101000100010000110011110000001110000011100011001111111000000100011011111011000	272513222208724131433237272190185	True
334	505	1001101000000001110100010001000011001111000000111000001110001100111111100000010001101111101100000101000	27251322220872413143323727219018513	True
334	505	100110100000000111010001000100001100111100000011100000111000110011111110000001000110111110110000010100000111110	27251322220872413143323727219018513194	True
334	505	100110100000000111010001000100001100111100000011100000111000110011111110000001000110111110110000010100000111110100011011	27251322220872413143323727219018513194221	True
334	505	10011010000000011101000100010000110011110000001110000011100011001111111000000100011011111011000001010000011111010001101101000101	27251322220872413143323727219018513194221319	True
334	505	100110100000000111010001000100001100111100000011100000111000110011111110000001000110111110110000010100000111110100011011010001011000010	27251322220872413143323727219018513194221319237	True
334	505	100110100000000111010001000100001100111100000011100000111000110011111110000001000110111110110000010100000111110100011011010001011000010111010001	27251322220872413143323727219018513194221319237322	True
334	506	1001101000000001110100010001000011001111000000111000001110001100111111100000010001101111101100000101000001111101000110110100010110000101110100011001100111	27251322220872413143323727219018513194221319237322282	True
334	506	100110100000000111010001000100001100111100000011100000111000110011111110000001000110111110110000010100000111110100011011010001011000010111010001100110011101101101	27251322220872413143323727219018513194221319237322282113	True
335	471	1001011111101110111101100010100110010100000101110100100101101011001101111011000	10625722788270328159228275185	True
335	471	100101111110111011110110001010011001010000010111010010010110101100110111101100001111001	10625722788270328159228275185267	True
335	497	1001011111101110111101100010100110010100000101110100100101101011001101111011000011110010111100	10625722788270328159228275185267242	True
335	501	100101111110111011110110001010011001010000010111010010010110101100110111101100001111001011110001111101	1062572278827032815922827518526724273	True
335	502	10010111111011101111011000101001100101000001011101001001011010110011011110110000111100101111000111110111100101	1062572278827032815922827518526724273111	True
335	502	1001011111101110111101100010100110010100000101110100100101101011001101111011000011110010111100011111011110010101101111	1062572278827032815922827518526724273111190	True
335	502	100101111110111011110110001010011001010000010111010010010110101100110111101100001111001011110001111101111001010110111110011001	1062572278827032815922827518526724273111190258	True
335	503	10010111111011101111011000101001100101000001011101001001011010110011011110110000111100101111000111110111100101011011111001100111111110	1062572278827032815922827518526724273111190258102	True
335	503	1001011111101110111101100010100110010100000101110100100101101011001101111011000011110010111100011111011110010101101111100110011111111001000101	1062572278827032815922827518526724273111190258102319	True
335	503	100101111110111011110110001010011001010000010111010010010110101100110111101100001111001011110001111101111001010110111110011001111111100100010101010001	1062572278827032815922827518526724273111190258102319161	True
335	503	10010111111011101111011000101001100101000001011101001001011010110011011110110000111100101111000111110111100101011011111001100111111110010001010101000111000110	1062572278827032815922827518526724273111190258102319161281	True
336	467	1010011111010110101010100110010011001110010111110100110001000010010010000110001011	87113270295238241284139153283	True
336	467	1010011111010110101010100110010011001110010111110100110001000010010010000110001011101001111	8711327029523824128413915328387	True
336	467	101001111101011010101010011001001100111001011111010011000100001001001000011000101110100111110111111	871132702952382412841391532838741	True
336	467	10100111110101101010101001100100110011100101111101001100010000100100100001100010111010011111011111110100101	871132702952382412841391532838741145	True
336	494	1010011111010110101010100110010011001110010111110100110001000010010010000110001011101001111101111111010010100111100	871132702952382412841391532838741145302	True
336	494	101001111101011010101010011001001100111001011111010011000100001001001000011000101110100111110111111101001010011110011011111	871132702952382412841391532838741145302223	True
336	506	101001111101011010101010011001001100111001011111010011000100001001001000011000101110100111110111111101001010011110011011111010000001	87113270295238241284139153283874114530222335	True
336	508	1010011111010110101010100110010011001110010111110100110001000010010010000110001011101001111101111111010010100111100110111110100000011011100	87113270295238241284139153283874114530222335242	True
336	508	101001111101011010101010011001001100111001011111010011000100001001001000011000101110100111110111111101001010011110011011111010000001101110000111010100	87113270295238241284139153283874114530222335242245	True
336	508	10100111110101101010101001100100110011100101111101001100010000100100100001100010111010011111011111110100101001111001101111101000000110111000011101010001001010	87113270295238241284139153283874114530222335242245316	True
336	508	1010011111010110101010100110010011001110010111110100110001000010010010000110001011101001111101111111010010100111100110111110100000011011100001110101000100101010111100	87113270295238241284139153283874114530222335242245316333	True
337	505	0111100001001001110000101000101101000110111110110000001111001000001000110010001	601681102261693144899261322	True
337	505	0111100001001001110000101000101101000110111110110000001111001000001000110010001011111011	601681102261693144899261322314	True
337	509	0111100001001001110000101000101101000110111110110000001111001000001000110010001011111011111101011	601681102261693144899261322314187	True
337	509	011110000100100111000010100010110100011011111011000000111100100000100011001000101111101111110101100100111	60168110226169314489926132231418776	True
337	510	01111000010010011100001010001011010001101111101100000011110010000010001100100010111110111111010110010011110101101	60168110226169314489926132231418776280	True
337	510	0111100001001001110000101000101101000110111110110000001111001000001000110010001011111011111101011001001111010110111011101	6016811022616931448992613223141877628021	True
337	510	01111000010010011100001010001011010001101111101100000011110010000010001100100010111110111111010110010011110101101110111010111000	6016811022616931448992613223141877628021272	True
337	510	011110000100100111000010100010110100011011111011000000111100100000100011001000101111101111110101100100111101011011101110101110000010010	6016811022616931448992613223141877628021272168	True
337	510	01111000010010011100001010001011010001101111101100000011110010000010001100100010111110111111010110010011110101101110111010111000001001001011100	6016811022616931448992613223141877628021272168302	True
337	510	0111100001001001110000101000101101000110111110110000001111001000001000110010001011111011111101011001001111010110111011101011100000100100101110010100011	6016811022616931448992613223141877628021272168302169	True
337	510	011110000100100111000010100010110100011011111011000000111100100000100011001000101111101111110101100100111101011011101110101110000010010010111001010001111110000	601681102261693144899261322314187762802127216830216913	True
338	491	0110101000110101101010011101001100100010111011111111110001110101001001111000001101	306117107461821986333231152	True
338	491	01101010001101011010100111010011001000101110111111111100011101010010011110000011010100100	30611710746182198633323115299	True
338	491	0110101000110101101010011101001100100010111011111111110001110101001001111000001101010010000110111	306117107461821986333231152993	True
338	491	0110101000110101101010011101001100100010111011111111110001110101001001111000001101010010000110111001101011	306117107461821986333231152993221	True
338	491	01101010001101011010100111010011001000101110111111111100011101010010011110000011010100100001101110011010110101100	3061171074618219863332311529932211	True
338	495	0110101000110101101010011101001100100010111011111111110001110101001001111000001101010010000110111001101011010110010000011	3061171074618219863332311529932211215	True
338	495	011010100011010110101001110100110010001011101111111111000111010100100111100000110101001000011011100110101101011001000001100110001	3061171074618219863332311529932211215253	True
338	495	01101010001101011010100111010011001000101110111111111100011101010010011110000011010100100001101110011010110101100100000110011000111001110	3061171074618219863332311529932211215253257	True
338	510	0110101000110101101010011101001100100010111011111111110001110101001001111000001101010010000110111001101011010110010000011001100011100111000110000	3061171074618219863332311529932211215253257110	True
338	515	011010100011010110101001110100110010001011101111111111000111010100100111100000110101001000011011100110101101011001000001100110001110011100011000011010010	306117107461821986333231152993221121525325711038	True
338	516	01101010001101011010100111010011001000101110111111111100011101010010011110000011010100100001101110011010110101100100000110011000111001110001100001101001001110111	306117107461821986333231152993221121525325711038249	True
339	503	0010110100000011110011101010001000101110110110100110011111001101001101000110100011	280263240295216217624711571	True
339	503	001011010000001111001110101000100010111011011010011001111100110100110100011010001111001001	280263240295216217624711571120	True
339	503	001011010000001111001110101000100010111011011010011001111100110100110100011010001111001001110101011	28026324029521621762471157112050	True
339	503	00101101000000111100111010100010001011101101101001100111110011010011010001101000111100100111010101101101111	2802632402952162176247115711205098	True
339	503	0010110100000011110011101010001000101110110110100110011111001101001101000110100011110010011101010110110111101011011	2802632402952162176247115711205098131	True
339	504	00101101000000111100111010100010001011101101101001100111110011010011010001101000111100100111010101101101111010110110000100	280263240295216217624711571120509813186	True
339	504	0010110100000011110011101010001000101110110110100110011111001101001101000110100011110010011101010110110111101011011000010011011101	28026324029521621762471157112050981318673	True
339	514	001011010000001111001110101000100010111011011010011001111100110100110100011010001111001001110101011011011110101101100001001101110100010111	2802632402952162176247115711205098131867397	True
339	514	00101101000000111100111010100010001011101101101001100111110011010011010001101000111100100111010101101101111010110110000100110111010001011110110001	2802632402952162176247115711205098131867397321	True
339	517	0010110100000011110011101010001000101110110110100110011111001101001101000110100011110010011101010110110111101011011000010011011101000101111011000111111101	280263240295216217624711571120509813186739732148	True
339	517	0010110100000011110011101010001000101110110110100110011111001101001101000110100011110010011101010110110111101011011000010011011101000101111011000111111101100111001	280263240295216217624711571120509813186739732148294	True
340	503	11001000101101011101011010101110100101100111011111111011110000001000011111101101100010110	103101871282516415353674	True
340	505	1100100010110101110101101010111010010110011101111111101111000000100001111110110110001011001111011	103101871282516415353674269	True
340	507	1100100010110101110101101010111010010110011101111111101111000000100001111110110110001011001111011100011010	103101871282516415353674269137	True
340	509	110010001011010111010110101011101001011001110111111110111100000010000111111011011000101100111101110001101010010101	103101871282516415353674269137204	True
340	510	11001000101101011101011010101110100101100111011111111011110000001000011111101101100010110011110111000110101001010111010101	103101871282516415353674269137204117	True
340	510	1100100010110101110101101010111010010110011101111111101111000000100001111110110110001011001111011100011010100101011101010110001000	103101871282516415353674269137204117339	True
340	510	11001000101101011101011010101110100101100111011111111011110000001000011111101101100010110011110111000110101001010111010101100010000000000	10310187128251641535367426913720411733967	True
340	510	11001000101101011101011010101110100101100111011111111011110000001000011111101101100010110011110111000110101001010111010101100010000000000000010100	1031018712825164153536742691372041173396789	True
340	510	110010001011010111010110101011101001011001110111111110111100000010000111111011011000101100111101110001101010010101110101011000100000000000000101000001010111	1031018712825164153536742691372041173396789288	True
340	510	1100100010110101110101101010111010010110011101111111101111000000100001111110110110001011001111011100011010100101011101010110001000000000000001010000010101110100000	1031018712825164153536742691372041173396789288189	True
340	510	11001000101101011101011010101110100101100111011111111011110000001000011111101101100010110011110111000110101001010111010101100010000000000000010100000101011101000000000000	103101871282516415353674269137204117339678928818967	True
341	502	0010000010011101111100100000111111011110011110010100000100100011110111101000010	31121752653191171265202	True
341	508	001000001001110111110010000011111101111001111001010000010010001111011110100001011110001	3112175265319117126520288	True
341	508	00100000100111011111001000001111110111100111100101000001001000111101111010000101111000100101111	311217526531911712652028852	True
341	511	0010000010011101111100100000111111011110011110010100000100100011110111101000010111100010010111110100111	311217526531911712652028852106	True
341	511	001000001001110111110010000011111101111001111001010000010010001111011110100001011110001001011111010011111000111	311217526531911712652028852106133	True
341	511	00100000100111011111001000001111110111100111100101000001001000111101111010000101111000100101111101001111100011101001000	311217526531911712652028852106133244	True
341	511	001000001001110111110010000011111101111001111001010000010010001111011110100001011110001001011111010011111000111010010001011100	311217526531911712652028852106133244237	True
